termnum,term,category,radius_miles,loci,location,lat,lng,distance,i,yelp_id,is_closed,rating,review_count,name,phone,display_address,url,yelpcats,isWTS,isTobShop,
0,vape,,25,1,Allentown-Bethlehem-Easton | PA-NJ Metro Area (part); Pennsylvania,40.5491104,-75.4911423,5456.36313642,1,get-your-vape-on-emmaus,False,4.0,4,Get Your Vape On,6104218310,610 State Ave | Emmaus PA 18049,https://www.yelp.com/biz/get-your-vape-on-emmaus?adjust_creative=wDwCvDADIHyvJYDHOmNK2g&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=wDwCvDADIHyvJYDHOmNK2g,vapeshops | 
0,vape,,25,1,Allentown-Bethlehem-Easton | PA-NJ Metro Area (part); Pennsylvania,40.5494952484,-75.5976922333,5461.88065585,2,vape-flow-trexlertown-2,False,1.0,1,Vape Flow,4846810033,7150 Hamilton Blvd | Trexlertown PA 18087,https://www.yelp.com/biz/vape-flow-trexlertown-2?adjust_creative=wDwCvDADIHyvJYDHOmNK2g&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=wDwCvDADIHyvJYDHOmNK2g,vapeshops | 
0,vape,,25,1,Allentown-Bethlehem-Easton | PA-NJ Metro Area (part); Pennsylvania,40.6288331,-75.477412,5456.56759137,3,blue-monkey-vape-whitehall,False,1.0,1,Blue Monkey Vape,6102310555,250 Lehigh Valley Mall | Whitehall PA 18052,https://www.yelp.com/biz/blue-monkey-vape-whitehall?adjust_creative=wDwCvDADIHyvJYDHOmNK2g&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=wDwCvDADIHyvJYDHOmNK2g,vapeshops | 
0,vape,,25,1,Allentown-Bethlehem-Easton | PA-NJ Metro Area (part); Pennsylvania,40.3002648,-75.2861185,5442.87375523,4,love-vape-hatfield,False,5.0,1,Love Vape,2674771545,2501 N Bethlehem Pike | Hatfield PA 19440,https://www.yelp.com/biz/love-vape-hatfield?adjust_creative=wDwCvDADIHyvJYDHOmNK2g&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=wDwCvDADIHyvJYDHOmNK2g,vapeshops | 
0,vape,,25,1,Allentown-Bethlehem-Easton | PA-NJ Metro Area (part); Pennsylvania,40.6119118,-75.3738937,5451.02349644,5,steel-vapor-bethlehem,False,5.0,7,Steel Vapor,6106250722,318 E 3rd St | Bethlehem PA 18015,https://www.yelp.com/biz/steel-vapor-bethlehem?adjust_creative=wDwCvDADIHyvJYDHOmNK2g&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=wDwCvDADIHyvJYDHOmNK2g,vapeshops | 
0,vape,,25,1,Allentown-Bethlehem-Easton | PA-NJ Metro Area (part); Pennsylvania,40.6910706,-75.3346481,5449.91412236,6,the-vaping-oasis-bethlehem,False,4.5,10,The Vaping Oasis,6103652363,224 Nazareth Pike | Bethlehem PA 18020,https://www.yelp.com/biz/the-vaping-oasis-bethlehem?adjust_creative=wDwCvDADIHyvJYDHOmNK2g&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=wDwCvDADIHyvJYDHOmNK2g,vapeshops | 
0,vape,,25,1,Allentown-Bethlehem-Easton | PA-NJ Metro Area (part); Pennsylvania,40.6216020584,-75.3819999695,5451.55438481,7,lehigh-vapor-bethlehem-2,False,4.0,7,Lehigh Vapor,4844296978,559 Main St | Ste 007 | Bethlehem PA 18018,https://www.yelp.com/biz/lehigh-vapor-bethlehem-2?adjust_creative=wDwCvDADIHyvJYDHOmNK2g&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=wDwCvDADIHyvJYDHOmNK2g,vapeshops | 
0,vape,,25,1,Allentown-Bethlehem-Easton | PA-NJ Metro Area (part); Pennsylvania,40.5542603,-75.4926224,5456.49870037,8,lehigh-vapor-allentown,False,5.0,1,Lehigh Vapor,6107972025,3300 Lehigh St | Ste 515 | Allentown PA 18103,https://www.yelp.com/biz/lehigh-vapor-allentown?adjust_creative=wDwCvDADIHyvJYDHOmNK2g&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=wDwCvDADIHyvJYDHOmNK2g,tobaccoshops | vapeshops | 
0,vape,,25,1,Allentown-Bethlehem-Easton | PA-NJ Metro Area (part); Pennsylvania,40.5883234,-75.5610888,5460.42935509,9,vapor-galleria-allentown-5,False,1.5,5,Vapor Galleria,6103958273,4672 Broadway | Allentown PA 18104,https://www.yelp.com/biz/vapor-galleria-allentown-5?adjust_creative=wDwCvDADIHyvJYDHOmNK2g&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=wDwCvDADIHyvJYDHOmNK2g,vapeshops | 
0,vape,,25,1,Allentown-Bethlehem-Easton | PA-NJ Metro Area (part); Pennsylvania,40.6741837,-75.2358055,5444.61626978,10,premier-vapor-and-lounge-easton,False,4.0,2,Premier Vapor & Lounge,6104404912,1 Center Sq | Easton PA 18042,https://www.yelp.com/biz/premier-vapor-and-lounge-easton?adjust_creative=wDwCvDADIHyvJYDHOmNK2g&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=wDwCvDADIHyvJYDHOmNK2g,vapeshops | 
0,vape,,25,1,Allentown-Bethlehem-Easton | PA-NJ Metro Area (part); Pennsylvania,40.6221,-75.38731,5451.83449587,11,primal-expressions-bethlehem,False,4.5,2,Primal Expressions,6108824252,311 W Broad St | Bethlehem PA 18018,https://www.yelp.com/biz/primal-expressions-bethlehem?adjust_creative=wDwCvDADIHyvJYDHOmNK2g&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=wDwCvDADIHyvJYDHOmNK2g,tobaccoshops | vapeshops | headshops | 
0,vape,,25,1,Allentown-Bethlehem-Easton | PA-NJ Metro Area (part); Pennsylvania,40.6250021,-75.4317043,5454.16177767,12,premier-vapor-and-lounge-allentown,False,5.0,1,Premier Vapor & Lounge,6104214891,1646 Union Blvd | Allentown PA 18109,https://www.yelp.com/biz/premier-vapor-and-lounge-allentown?adjust_creative=wDwCvDADIHyvJYDHOmNK2g&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=wDwCvDADIHyvJYDHOmNK2g,vapeshops | 
0,vape,,25,1,Allentown-Bethlehem-Easton | PA-NJ Metro Area (part); Pennsylvania,40.4233932,-75.3466721,5447.43695354,13,quaker-vapor-quakertown,False,3.0,2,Quaker Vapor,2673739054,9 Quakers Way | Quakertown PA 18951,https://www.yelp.com/biz/quaker-vapor-quakertown?adjust_creative=wDwCvDADIHyvJYDHOmNK2g&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=wDwCvDADIHyvJYDHOmNK2g,vapeshops | 
0,vape,,25,1,Allentown-Bethlehem-Easton | PA-NJ Metro Area (part); Pennsylvania,40.44111,-75.33331,5446.9492112,14,smokestack-lounge-quakertown,False,5.0,4,Smokestack Lounge,2155297665,132 E Broad St | Quakertown PA 18951,https://www.yelp.com/biz/smokestack-lounge-quakertown?adjust_creative=wDwCvDADIHyvJYDHOmNK2g&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=wDwCvDADIHyvJYDHOmNK2g,hookah_bars | lounges | vapeshops | 
0,vape,,25,1,Allentown-Bethlehem-Easton | PA-NJ Metro Area (part); Pennsylvania,40.55342,-75.57993,5461.00620131,15,smokin-zone-allentown,False,4.0,1,Smokin Zone,6104819368,Walmart Plaza | 1091 Millcreek Rd | Allentown PA 18106,https://www.yelp.com/biz/smokin-zone-allentown?adjust_creative=wDwCvDADIHyvJYDHOmNK2g&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=wDwCvDADIHyvJYDHOmNK2g,tobaccoshops | vapeshops | 
0,vape,,25,1,Allentown-Bethlehem-Easton | PA-NJ Metro Area (part); Pennsylvania,40.612097,-75.3783017,5451.25341926,16,sultana-hookah-lounge-bethlehem,False,4.0,16,Sultana Hookah Lounge,6106254646,3 E 3rd St | Bethlehem PA 18015,https://www.yelp.com/biz/sultana-hookah-lounge-bethlehem?adjust_creative=wDwCvDADIHyvJYDHOmNK2g&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=wDwCvDADIHyvJYDHOmNK2g,hookah_bars | 
0,vape,,25,1,Allentown-Bethlehem-Easton | PA-NJ Metro Area (part); Pennsylvania,40.6801544452,-75.3403424487,5450.08128703,17,cigars-international-bethlehem,False,3.0,67,Cigars International,8882442790,1911 Spillman Dr | Bethlehem PA 18015,https://www.yelp.com/biz/cigars-international-bethlehem?adjust_creative=wDwCvDADIHyvJYDHOmNK2g&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=wDwCvDADIHyvJYDHOmNK2g,tobaccoshops | 
0,vape,,25,1,Allentown-Bethlehem-Easton | PA-NJ Metro Area (part); Pennsylvania,40.6226399,-75.37998,5451.46201635,18,hookah-turka-bethlehem,False,4.0,22,Hookah Turka,6104195184,44 W Broad St | Bethlehem PA 18018,https://www.yelp.com/biz/hookah-turka-bethlehem?adjust_creative=wDwCvDADIHyvJYDHOmNK2g&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=wDwCvDADIHyvJYDHOmNK2g,hookah_bars | turkish | 
